area,isector,account_entry,transaction,instr_asset,ref_date,period,value,unit,unit_mult,prices,ref_year_price,activity,consolidation,note
"CZ","S1","C","P1","_Z","_Z","2005","87565","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","99134","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","98507","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","100076","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","94861","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","91167","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","93058","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","90318","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","92594","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","94568","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","100721","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","106134","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","113282","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","116305","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","130655","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","112514","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","113171","CZK","6","L","2015","R","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","97873","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","91514","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","62903","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","70929","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","87441","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","85421","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","82486","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","86748","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","87880","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","85544","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","82330","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","86592","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","90904","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","87849","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","84620","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","90503","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","90177","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","84064","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","76730","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","78955","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","80231","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","76237","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","76118","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","77410","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","78659","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","77971","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","78755","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","82051","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","83189","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","74256","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","75776","CZK","6","L","2015","S","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","366","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","468","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","422","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","431","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","654","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","805","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","902","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","955","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","1036","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","1073","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","1269","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","1490","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","1680","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","1696","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","1818","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","1930","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","1960","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","2364","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","3024","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","2818","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","2711","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","2928","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","3172","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","3344","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","3464","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","4164","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","4504","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","4959","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","5251","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","4180","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","4884","CZK","6","L","2015","T","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020",":","CZK","6","L","2015","U","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021",":","CZK","6","L","2015","U","N","P.1c"
